index,date,shortcode,type,url,images,first_file,caption_excerpt,status,error
10,2025-08-23,DNsMREW5JTN,post,https://www.instagram.com/aaw_sg/p/DNsMREW5JTN/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DNsMREW5JTN_01_41a8510217.webp,"45 likes, 1 comments - aaw_sg，August 23, 2025 : ""Z06 Customs in groups! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #headfi",downloaded,
11,2025-08-18,DNfAxj9SyPK,post,https://www.instagram.com/aaw_sg/p/DNfAxj9SyPK/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DNfAxj9SyPK_01_87ba309a96.webp,"59 likes, 0 comments - aaw_sg，August 17, 2025 : ""Great feedback at the SIAS show on the Z07 prototype, coming to more shows near you! #aaw #advancedacousticwerkes #inearmonitors #c",downloaded,
12,2025-07-12,DMASoHFSYIr,reel,https://www.instagram.com/aaw_sg/reel/DMASoHFSYIr/,4,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DMASoHFSYIr_01_d902b703ee.jpg,"31 likes, 0 comments - aaw_sg，July 12, 2025 : ""First day at summer Potafes 2025 is a wrap! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #",downloaded,
13,2025-07-12,DL_3wlTyBdb,post,https://www.instagram.com/aaw_sg/p/DL_3wlTyBdb/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DL_3wlTyBdb_01_07984c48ac.webp,"50 likes, 0 comments - aaw_sg，July 11, 2025 : ""Swing by our booth at Potafes Tokyo B1-16! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #i",downloaded,
14,2025-06-03,DKbSMIqSPKG,post,https://www.instagram.com/aaw_sg/p/DKbSMIqSPKG/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DKbSMIqSPKG_01_23e7d0c3ad.webp,"60 likes, 1 comments - aaw_sg，June 2, 2025 : ""One of the most popular design to date, combine oriental artistry with nature beauties. #aaw #advancedacousticwerkes #inearmonitors #c",downloaded,
15,2025-05-27,DKKbeRqy-hO,post,https://www.instagram.com/aaw_sg/p/DKKbeRqy-hO/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DKKbeRqy-hO_01_839f54cbe4.webp,"56 likes, 1 comments - aaw_sg，May 27, 2025 : ""Z06 Custom Build with limited edition fused carbon faceplate #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #cie",downloaded,
16,2025-05-26,DKH73bvybYc,post,https://www.instagram.com/aaw_sg/p/DKH73bvybYc/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DKH73bvybYc_01_265f6a607e.webp,"34 likes, 0 comments - aaw_sg，May 26, 2025 : ""MOKARA coming to stores near your! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inear",downloaded,
17,2025-05-26,DKGtUfeSnhP,post,https://www.instagram.com/aaw_sg/p/DKGtUfeSnhP/,6,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DKGtUfeSnhP_01_4965e5e38e.webp,"42 likes, 1 comments - aaw_sg，May 25, 2025 : ""Another Z6 Custom build, going for the stark contrast route yay or nay #aaw #advancedacousticwerkes #inearmonitors #customiem #customi",downloaded,
18,2025-05-25,DKEDmWXS-YL,post,https://www.instagram.com/aaw_sg/p/DKEDmWXS-YL/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DKEDmWXS-YL_01_748b088384.webp,"82 likes, 1 comments - aaw_sg，May 24, 2025 : ""Z06 Custom Build #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #headfi #headpho",downloaded,
19,2025-05-17,DJvXdrCSNLI,post,https://www.instagram.com/aaw_sg/p/DJvXdrCSNLI/,6,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DJvXdrCSNLI_01_d7c0135dd8.webp,"78 likes, 0 comments - aaw_sg，May 16, 2025 : ""Mokara in its final shell, showcasing a unique ""sandwich"" type of mixed metal/resin build #aaw #advancedacousticwerkes #inearmonitors ",downloaded,
20,2025-05-17,DJvLS8iSxA1,post,https://www.instagram.com/aaw_sg/p/DJvLS8iSxA1/,7,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DJvLS8iSxA1_01_112f28f647.webp,"62 likes, 0 comments - aaw_sg，May 16, 2025 : ""Swing by our booth at Shenzhen Hi-End Audio& Headphone Expo! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #cie",downloaded,
21,2025-05-16,DJtJX6gSTvm,post,https://www.instagram.com/aaw_sg/p/DJtJX6gSTvm/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DJtJX6gSTvm_01_42d86f2fac.webp,"33 likes, 1 comments - aaw_sg，May 16, 2025 : ""It is lit! The future is bright here See you all at the Shenzhen Hi-End Audio & Headphone Expo Booth 91/92 #aaw #advancedacousticwerke",downloaded,
22,2025-04-07,DII4Ld-S16f,post,https://www.instagram.com/aaw_sg/p/DII4Ld-S16f/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DII4Ld-S16f_01_d097b60e08.webp,"42 likes, 0 comments - aaw_sg，April 7, 2025 : ""Mystery model going to the Zen band! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #in",downloaded,
23,2025-04-04,DIBaFe1S3z6,post,https://www.instagram.com/aaw_sg/p/DIBaFe1S3z6/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DIBaFe1S3z6_01_4401778999.webp,"76 likes, 0 comments - aaw_sg，April 4, 2025 : ""Mokara is approaching its true form, audition this 18-driver behemoth at Ocean 6 room this Can Jam Singapore 2025! #aaw #advancedacou",downloaded,
24,2025-03-28,DHvPYm2SE60,post,https://www.instagram.com/aaw_sg/p/DHvPYm2SE60/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DHvPYm2SE60_01_5185afcae2.webp,"37 likes, 0 comments - aaw_sg，March 28, 2025 : ""Awesome Z06 semi-custom universal designs! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #",downloaded,
25,2025-03-18,DHVJqBgSyvl,post,https://www.instagram.com/aaw_sg/p/DHVJqBgSyvl/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DHVJqBgSyvl_01_792d1a1157.webp,"54 likes, 0 comments - aaw_sg，March 17, 2025 : ""Onward we go! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #headfi #headphon",downloaded,
26,2025-03-15,DHPTm_tSk-u,post,https://www.instagram.com/aaw_sg/p/DHPTm_tSk-u/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DHPTm_tSk-u_01_68d55fab9a.webp,"75 likes, 0 comments - aaw_sg，March 15, 2025 : ""Clear views of Z06 inner works #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears ",downloaded,
27,2025-03-13,DHI2DQxSEkG,post,https://www.instagram.com/aaw_sg/p/DHI2DQxSEkG/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DHI2DQxSEkG_01_29433b6c2a.webp,"37 likes, 0 comments - aaw_sg，March 13, 2025 : ""Rejuvenation with this reshell project! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem",downloaded,
28,2025-03-01,DGpHGrOSzSU,post,https://www.instagram.com/aaw_sg/p/DGpHGrOSzSU/,7,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DGpHGrOSzSU_01_ef0fc44714.webp,"64 likes, 0 comments - aaw_sg，February 28, 2025 : ""Pumped for the SIAV #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #headfi ",downloaded,
29,2025-03-01,DGo7KNGS5B9,post,https://www.instagram.com/aaw_sg/p/DGo7KNGS5B9/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DGo7KNGS5B9_01_131bb8540c.webp,"30 likes, 0 comments - aaw_sg，February 28, 2025 : ""Setting up for the Shanghai AV show! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem",downloaded,
30,2025-02-27,DGlJw8cSo3r,post,https://www.instagram.com/aaw_sg/p/DGlJw8cSo3r/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DGlJw8cSo3r_01_72f8d96369.webp,"45 likes, 3 comments - aaw_sg，February 27, 2025 : ""Special faceplate headed for HK! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #in",downloaded,
31,2025-02-21,DGUmsH1yBKs,post,https://www.instagram.com/aaw_sg/p/DGUmsH1yBKs/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DGUmsH1yBKs_01_70d42074b5.webp,"59 likes, 0 comments - aaw_sg，February 20, 2025 : ""Tech meets steampunk? #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #headf",downloaded,
32,2025-01-29,DFZc7GNSI0a,post,https://www.instagram.com/aaw_sg/p/DFZc7GNSI0a/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DFZc7GNSI0a_01_2e78a31424.webp,"40 likes, 0 comments - aaw_sg，January 28, 2025 : ""HAPPY CHINESE NEW YEAR everyone! Wish y'all have a COLORFUL and prosperous year of snake ahead! #aaw #advancedacousticwerkes #inea",downloaded,
33,2025-01-19,DE_OLIgS5YV,post,https://www.instagram.com/aaw_sg/p/DE_OLIgS5YV/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DE_OLIgS5YV_01_7228a0a05f.webp,"23 likes, 0 comments - aaw_sg，January 18, 2025 : ""Hope everybody is having a great morning, 虎虎生威！ #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem ",downloaded,
34,2025-01-18,DE9CY9dSRGK,post,https://www.instagram.com/aaw_sg/p/DE9CY9dSRGK/,8,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DE9CY9dSRGK_01_66161d5284.webp,"76 likes, 0 comments - aaw_sg，January 17, 2025 : ""Can Jam Hong Kong 2025 is rolling! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #i",downloaded,
35,2025-01-17,DE6dyjhSZ4W,post,https://www.instagram.com/aaw_sg/p/DE6dyjhSZ4W/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DE6dyjhSZ4W_01_deb6562893.webp,"44 likes, 1 comments - aaw_sg，January 16, 2025 : ""What to expect for Can Jam HK? You will see this Z06 Winter Edition! #aaw #advancedacousticwerkes #inearmonitors #customiem #custo",downloaded,
36,2025-01-16,DE4Xvc6SxsF,post,https://www.instagram.com/aaw_sg/p/DE4Xvc6SxsF/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2025\DE4Xvc6SxsF_01_164bf57e24.webp,"27 likes, 0 comments - aaw_sg，January 16, 2025 : ""Another custom build to jack up the mood, see y'all at this weekend's Can Jam Hong Kong! #aaw #advancedacousticwerkes #inearmonito",downloaded,
37,2024-12-15,DDl23WJykoz,post,https://www.instagram.com/aaw_sg/p/DDl23WJykoz/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\DDl23WJykoz_01_ff5008c87d.webp,"49 likes, 2 comments - aaw_sg，December 15, 2024 : ""A lovely example of AAW Z06 custom in-ear monitor we saw at Potafes Tokyo! #aaw #advancedacousticwerkes #inearmonitors #customiem",downloaded,
38,2024-12-14,DDjEr4DyIYR,post,https://www.instagram.com/aaw_sg/p/DDjEr4DyIYR/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\DDjEr4DyIYR_01_47d53cb8c4.webp,"53 likes, 1 comments - aaw_sg，December 13, 2024 : ""Gemstone much? One of the most unique designs we have released til date. #Mokara #aaw #advancedacousticwerkes #inearmonitors #cus",downloaded,
39,2024-12-14,DDi5tbRya9R,post,https://www.instagram.com/aaw_sg/p/DDi5tbRya9R/,6,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\DDi5tbRya9R_01_8ff1ed060b.webp,"45 likes, 1 comments - aaw_sg，December 13, 2024 : ""Visit our booth @B1-15 to try out the new flagship models Mokara and Black Malus! #aaw #advancedacousticwerkes #inearmonitors #cu",downloaded,
40,2024-12-14,DDi0Zfvyrss,post,https://www.instagram.com/aaw_sg/p/DDi0Zfvyrss/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\DDi0Zfvyrss_01_826d90908c.webp,"84 likes, 0 comments - aaw_sg，December 13, 2024 : ""Presenting our case slightly different this year at Potafes Tokyo #aaw #advancedacousticwerkes #inearmonitors #customiem #customi",downloaded,
41,2024-11-23,DCt0V4LvW3o,post,https://www.instagram.com/aaw_sg/p/DCt0V4LvW3o/,9,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\DCt0V4LvW3o_01_6e4a82ca0a.webp,"42 likes, 0 comments - aaw_sg，November 23, 2024 : ""FIRST TIME on show in Taiwan, Thank you! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems ",downloaded,
42,2024-11-18,DCg3WHQP2qV,post,https://www.instagram.com/aaw_sg/p/DCg3WHQP2qV/,6,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\DCg3WHQP2qV_01_459f0bb5de.webp,"60 likes, 0 comments - aaw_sg，November 18, 2024 : ""AAW will bring its line up to Taiwan this weekend, stay tuned;)"". ",downloaded,
43,2024-11-17,DCc7tYeTyf2,post,https://www.instagram.com/aaw_sg/p/DCc7tYeTyf2/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\DCc7tYeTyf2_01_876cb66bac.webp,"88 likes, 0 comments - aaw_sg，November 16, 2024 : ""Good Morning Singapore #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #head",downloaded,
44,2024-10-27,DBoeXU1S_j4,post,https://www.instagram.com/aaw_sg/p/DBoeXU1S_j4/,6,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\DBoeXU1S_j4_01_857ac03aca.webp,"42 likes, 0 comments - aaw_sg，October 27, 2024 : ""Rocking her Z06 in live action, universal fit in custom colors and artwork #aaw #advancedacousticwerkes #inearmonitors #customiem ",downloaded,
45,2024-10-27,DBnv_G7vIPc,post,https://www.instagram.com/aaw_sg/p/DBnv_G7vIPc/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\DBnv_G7vIPc_01_ce2c607a0f.webp,"42 likes, 0 comments - aaw_sg，October 27, 2024 : ""Going stage to fulfill its destiny, AAW Z06 #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iem",downloaded,
46,2024-10-20,DBWdSpCybtp,post,https://www.instagram.com/aaw_sg/p/DBWdSpCybtp/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\DBWdSpCybtp_01_f29cc70818.webp,"64 likes, 2 comments - aaw_sg，October 20, 2024 : ""Kitty night! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #headfi #headpho",downloaded,
47,2024-09-25,DAWA_SfSMv9,post,https://www.instagram.com/aaw_sg/p/DAWA_SfSMv9/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\DAWA_SfSMv9_01_c66bae8776.webp,"42 likes, 0 comments - aaw_sg，September 25, 2024 : ""AXH was one of our absolute classic. #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #ie",downloaded,
48,2024-09-10,C_ufe2ivCkA,post,https://www.instagram.com/aaw_sg/p/C_ufe2ivCkA/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C_ufe2ivCkA_01_137a9086b5.webp,"37 likes, 0 comments - aaw_sg，September 9, 2024 : ""#aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears #headfi #headphones #earphon",downloaded,
49,2024-08-12,C-jvc-3vHiQ,post,https://www.instagram.com/aaw_sg/p/C-jvc-3vHiQ/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C-jvc-3vHiQ_01_d114399550.webp,"39 likes, 0 comments - aaw_sg，August 11, 2024 : ""Z06 with all it's inner glory #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears ",downloaded,
50,2024-08-06,C-UE69rvS7k,post,https://www.instagram.com/aaw_sg/p/C-UE69rvS7k/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C-UE69rvS7k_01_4584ae05df.webp,"51 likes, 1 comments - aaw_sg，August 5, 2024 : "": 🎧✨ Discover the Ultimate Sound Experience with AAW CIEM! ✨🎧 Step up your audio game with AAW Custom In-Ear Monitors, designed fo",downloaded,
51,2024-07-30,C-DAQrAPCf3,post,https://www.instagram.com/aaw_sg/p/C-DAQrAPCf3/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C-DAQrAPCf3_01_d1850e78b5.webp,"55 likes, 5 comments - aaw_sg，July 30, 2024 : ""🚀 Exciting News! 🚀 We are thrilled to announce that GD Audio is now the official distributor for AAW in Hong Kong, Macau, and Taiwa",downloaded,
52,2024-07-24,C9znC7py5an,post,https://www.instagram.com/aaw_sg/p/C9znC7py5an/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C9znC7py5an_01_d4b48f22ac.webp,"45 likes, 1 comments - aaw_sg，July 24, 2024 : ""🎧 Elevate your audio experience with the AAW Z06 In-Ear Monitors! 🎶 Whether you're a music enthusiast or an audio professional, the",downloaded,
53,2024-07-19,C9mMUEhvzFC,post,https://www.instagram.com/aaw_sg/p/C9mMUEhvzFC/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C9mMUEhvzFC_01_cccf10f918.webp,"29 likes, 0 comments - aaw_sg，July 19, 2024 : ""🎧 Elevate your audio experience with the AAW Z06 In-Ear Monitors! 🎶 Whether you're a music enthusiast or an audio professional, the",downloaded,
54,2024-07-19,C9lx_vJvdRQ,post,https://www.instagram.com/aaw_sg/p/C9lx_vJvdRQ/,4,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C9lx_vJvdRQ_01_476e0f627c.webp,"53 likes, 2 comments - aaw_sg，July 18, 2024 : ""Check out these stunning custom in-ear monitors (CIEMs) from AAW! The intricate design and vibrant colors make them not only a pleasu",downloaded,
55,2024-07-18,C9jiAVgPJdo,post,https://www.instagram.com/aaw_sg/p/C9jiAVgPJdo/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C9jiAVgPJdo_01_77ae30ea9e.webp,"17 likes, 0 comments - aaw_sg，July 18, 2024 : ""Custom built signature universal fits! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #",downloaded,
56,2024-07-13,C9Wyp5_v5Oo,post,https://www.instagram.com/aaw_sg/p/C9Wyp5_v5Oo/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C9Wyp5_v5Oo_01_4565aa2bf7.webp,"44 likes, 0 comments - aaw_sg，July 13, 2024 : ""AAW hailing from Akihabara Tokyo #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears",downloaded,
57,2024-07-13,C9WKFkHvTjz,post,https://www.instagram.com/aaw_sg/p/C9WKFkHvTjz/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C9WKFkHvTjz_01_67ca0aa25f.webp,"36 likes, 0 comments - aaw_sg，July 12, 2024 : ""Z06 Hybrid showing its fun side at Potafes! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #",downloaded,
58,2024-07-13,C9WHXqdPz_i,post,https://www.instagram.com/aaw_sg/p/C9WHXqdPz_i/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C9WHXqdPz_i_01_8f8989a082.webp,"50 likes, 0 comments - aaw_sg，July 12, 2024 : ""New entry at the summer Potafes Tokyo! The Z02 Planar Magnetic Hybrid In-Ear Monitor does pack a punch! #aaw #advancedacousticwerkes ",downloaded,
59,2024-07-02,a4647ded5c,post,https://www.instagram.com/av1group/p/C86HuXcSqnr/,4,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\a4647ded5c_01_39e9745f88.jpg,"37 likes, 0 comments - av1group，July 1, 2024 : ""Q: What’s better than receiving a pair of custom items? A: Receiving two pairs of custom items! Mr. A ordered two sets of @aaw_sg #C",downloaded,
60,2024-06-24,C8l9Ts9vKe3,post,https://www.instagram.com/aaw_sg/p/C8l9Ts9vKe3/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C8l9Ts9vKe3_01_50f73a82cb.webp,"61 likes, 1 comments - aaw_sg，June 24, 2024 : ""The Z06 is reaching stores soon! #aaw #advancedacousticwerkes #inearmonitors #customiem #custominears #ciems #ciem #iems #iem #inears",downloaded,
61,2024-06-06,C73o00FtO4a,post,https://www.instagram.com/aaw_sg/p/C73o00FtO4a/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C73o00FtO4a_01_e6ed6a3eca.webp,"34 likes, 0 comments - aaw_sg，June 6, 2024 : ""🎧✨ Discover the Ultimate Audio Experience with Custom In-Ear Monitors! 🔊🎶 --- 🔍 **Why Choose Custom In-Ear Monitors?** 1. **Perfec",downloaded,
62,2024-05-26,C7a0Y4uvbP0,post,https://www.instagram.com/aaw_sg/p/C7a0Y4uvbP0/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C7a0Y4uvbP0_01_28ab7c69f9.webp,"37 likes, 1 comments - aaw_sg，May 25, 2024 : ""📸✨ Elevate Your Sound Game with Custom In-Ear Monitors! 🎧🔊 --- 🎶 **Unparalleled Sound Quality:** Experience music like never befor",downloaded,
63,2024-04-25,C6LDF3ev0o0,post,https://www.instagram.com/aaw_sg/p/C6LDF3ev0o0/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C6LDF3ev0o0_01_fcc2d76e39.webp,"43 likes, 1 comments - aaw_sg，April 24, 2024 : ""Hear the difference with our custom in-ear monitors! Say goodbye to mediocre sound quality and upgrade to a world of clarity and pre",downloaded,
64,2024-04-19,C570bIdvzQw,post,https://www.instagram.com/aaw_sg/p/C570bIdvzQw/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C570bIdvzQw_01_3d776277b8.webp,"40 likes, 1 comments - aaw_sg，April 19, 2024 : ""Upgrade your sound game with our custom in-ear monitors! Say goodbye to mediocre sound quality and hello to a world of clarity and p",downloaded,
65,2024-04-18,C549rMXPje7,post,https://www.instagram.com/aaw_sg/p/C549rMXPje7/,5,D:\OneDrive\Codex\AAW-Website\exports\instagram-assets\images\2024\C549rMXPje7_01_0971939be9.webp,"19 likes, 0 comments - aaw_sg，April 17, 2024 : """"Unleash your music's true potential with custom in-ear monitors. Designed for musicians who demand the best in sound quality and pe",downloaded,
